applicant_id,credit_score,annual_income,loan_amount,employment_years,debt_to_income,loan_purpose,Default
A02418,547,27358.0,14082.0,17,0.771,Auto,Yes
A02419,658,19106.0,2029.0,3,0.217,Home improvement,No
A02420,606,42419.0,5652.0,3,0.273,Personal,No
A02421,533,48427.0,12934.0,23,0.544,Education,No
A02422,663,83849.0,34069.0,6,0.511,Personal,No
A02423,646,17931.0,4866.0,24,0.341,Auto,No
A02424,627,21724.0,2557.0,12,0.403,Auto,No
A02425,740,36951.0,19475.0,20,0.643,Education,No
A02426,673,46391.0,6937.0,10,0.421,Education,No
A02427,574,51016.0,21763.0,6,0.637,Auto,No
A02428,712,59923.0,9344.0,12,0.436,Personal,Yes
A02429,566,35148.0,11723.0,24,0.44,Home improvement,Yes
A02430,560,24741.0,4998.0,24,0.48,Personal,Yes
A02431,792,57524.0,16809.0,15,0.384,Education,No
A02432,482,71933.0,10807.0,8,0.329,Home improvement,Yes
A02433,564,55957.0,6274.0,19,0.318,Auto,Yes
A02434,540,61707.0,24366.0,17,0.651,Home improvement,No
A02435,653,54818.0,7551.0,5,0.166,Personal,No
A02436,718,117498.0,34817.0,13,0.583,Personal,No
A02437,696,33409.0,15167.0,4,0.75,Personal,No
A02438,741,93874.0,42760.0,2,0.712,Education,No
A02439,685,29051.0,15655.0,24,0.824,Home improvement,Yes
A02440,594,65382.0,34923.0,4,0.679,Personal,Yes
A02441,547,58635.0,7446.0,2,0.338,Education,No
A02442,769,59006.0,25672.0,20,0.688,Home improvement,No
A02443,647,46195.0,11200.0,6,0.375,Personal,No
A02444,610,61066.0,20881.0,11,0.54,Personal,Yes
A02445,826,88695.0,16068.0,2,0.203,Home improvement,No
A02446,616,32601.0,16509.0,19,0.509,Education,No
A02447,753,63552.0,7045.0,15,0.363,Auto,No
A02448,620,48370.0,5943.0,21,0.272,Education,Yes
A02449,694,21188.0,3428.0,17,0.387,Personal,No
A02450,614,47919.0,17052.0,22,0.577,Education,No
A02451,720,27646.0,2841.0,4,0.338,Personal,No
A02452,653,56601.0,26516.0,16,0.559,Education,No
A02453,614,83264.0,43158.0,15,0.695,Education,No
A02454,706,51512.0,7460.0,0,0.259,Personal,No
A02455,611,63699.0,12266.0,12,0.193,Education,No
A02456,722,65137.0,28227.0,24,0.612,Auto,No
A02457,673,45033.0,25181.0,24,0.664,Education,Yes
A02458,533,35775.0,7723.0,8,0.28,Home improvement,No
A02459,689,40390.0,4487.0,4,0.212,Education,No
A02460,533,90606.0,20431.0,5,0.259,Education,No
A02461,737,47376.0,16202.0,5,0.472,Personal,No
A02462,579,39143.0,7865.0,0,0.27,Personal,Yes
A02463,606,46111.0,21205.0,6,0.54,Personal,Yes
A02464,599,67074.0,39357.0,17,0.675,Education,Yes
A02465,673,57826.0,16491.0,20,0.562,Personal,No
A02466,633,17037.0,8611.0,14,0.711,Auto,Yes
A02467,581,128976.0,29661.0,0,0.426,Education,No
A02468,706,48835.0,5644.0,15,0.316,Education,No
A02469,647,32320.0,3444.0,1,0.221,Education,Yes
A02470,721,36037.0,3840.0,10,0.378,Home improvement,No
A02471,645,22818.0,6329.0,4,0.522,Home improvement,No
A02472,615,43863.0,11788.0,4,0.55,Personal,No
A02473,617,51170.0,16232.0,5,0.33,Education,No
A02474,664,73164.0,30768.0,6,0.633,Home improvement,No
A02475,608,45862.0,20196.0,24,0.63,Education,Yes
A02476,667,27264.0,4272.0,8,0.184,Personal,No
A02477,578,40576.0,23612.0,3,0.647,Personal,Yes
A02478,585,61964.0,9798.0,19,0.197,Personal,No
A02479,578,94056.0,35119.0,9,0.486,Personal,No
A02480,658,56116.0,20828.0,18,0.394,Education,Yes
A02481,676,40980.0,5274.0,18,0.185,Auto,No
A02482,602,47239.0,11310.0,24,0.531,Auto,Yes
A02483,603,30436.0,12857.0,1,0.691,Auto,No
A02484,839,46523.0,12834.0,17,0.386,Personal,No
A02485,641,57122.0,16881.0,9,0.3,Auto,No
A02486,678,56354.0,19163.0,11,0.628,Home improvement,No
A02487,599,120842.0,21748.0,13,0.415,Auto,No
A02488,647,29634.0,5814.0,24,0.488,Personal,No
A02489,513,111087.0,47429.0,11,0.587,Education,No
A02490,610,58924.0,35242.0,14,0.745,Education,No
A02491,664,34365.0,13204.0,5,0.502,Personal,No
A02492,714,58143.0,28119.0,2,0.704,Auto,No
A02493,539,97562.0,57262.0,20,0.702,Personal,Yes
A02494,648,64699.0,28145.0,17,0.644,Auto,Yes
A02495,625,37321.0,10274.0,16,0.429,Auto,No
A02496,491,45651.0,14823.0,16,0.578,Personal,Yes
A02497,499,68395.0,28960.0,3,0.706,Personal,No
A02498,689,45532.0,21590.0,18,0.688,Education,No
A02499,594,72851.0,24065.0,9,0.367,Personal,No
A02500,710,49500.0,23064.0,21,0.594,Personal,No
