transaction_id,amount,hour_of_day,merchant_category,distance_from_home_km,chip_used,transaction_count_24h,IsFraud
T002706,12.15,13,Online,2.5,Yes,2,No
T002707,112.71,1,Groceries,218.4,Yes,0,No
T002708,116.21,14,Online,75.6,Yes,3,No
T002709,45.86,9,Groceries,29.5,No,1,No
T002710,101.03,21,Groceries,325.9,Yes,1,No
T002711,140.07,0,Electronics,65.7,Yes,1,No
T002712,48.6,9,Gas,11.8,No,3,No
T002713,52.86,1,Online,59.1,Yes,1,No
T002714,56.02,13,Gas,108.4,No,0,Yes
T002715,46.73,6,Travel,284.8,No,3,No
T002716,48.23,12,Travel,305.6,Yes,1,No
T002717,207.33,23,Gas,468.7,No,3,No
T002718,101.32,3,Online,61.3,No,2,No
T002719,87.38,5,Travel,100.5,Yes,2,No
T002720,20.72,20,Groceries,457.1,Yes,4,No
T002721,56.67,8,Electronics,57.3,No,1,No
T002722,68.0,15,Gas,191.8,Yes,1,No
T002723,47.89,17,Gas,259.8,Yes,2,No
T002724,145.34,0,Travel,87.7,No,2,Yes
T002725,17.27,5,Groceries,135.1,Yes,0,No
T002726,31.55,1,Gas,128.9,Yes,0,No
T002727,4.3,18,Travel,105.4,Yes,1,No
T002728,25.87,21,Groceries,217.6,Yes,2,No
T002729,268.39,4,Gas,173.0,Yes,4,No
T002730,18.74,22,Online,203.6,Yes,3,No
T002731,33.22,5,Travel,61.5,Yes,1,No
T002732,235.28,20,Online,87.6,Yes,5,No
T002733,17.48,2,Electronics,423.2,Yes,2,No
T002734,10.11,4,Electronics,449.0,Yes,3,No
T002735,108.17,17,Groceries,73.5,Yes,3,No
T002736,183.3,9,Online,92.4,No,1,No
T002737,86.32,0,Electronics,100.7,Yes,3,No
T002738,4.44,7,Online,309.3,Yes,1,No
T002739,68.62,8,Online,113.3,No,3,Yes
T002740,42.07,15,Online,142.5,Yes,3,No
T002741,63.48,7,Gas,329.9,No,1,No
T002742,46.4,13,Travel,474.2,Yes,1,No
T002743,32.52,23,Gas,108.1,Yes,3,No
T002744,88.29,20,Online,361.5,No,3,No
T002745,20.99,9,Online,12.0,Yes,4,No
T002746,32.87,8,Travel,315.8,No,3,No
T002747,77.68,7,Online,252.8,Yes,3,No
T002748,76.6,20,Travel,106.5,Yes,3,No
T002749,40.97,23,Gas,91.7,Yes,1,No
T002750,172.22,15,Groceries,303.1,Yes,0,No
T002751,711.96,13,Groceries,57.4,No,2,No
T002752,4.6,0,Gas,272.8,Yes,2,No
T002753,34.04,9,Electronics,27.0,Yes,2,No
T002754,71.31,11,Online,14.8,Yes,1,No
T002755,132.57,0,Online,68.8,Yes,3,Yes
T002756,30.32,7,Gas,51.4,Yes,2,No
T002757,10.84,5,Online,151.8,No,2,No
T002758,128.62,21,Electronics,293.7,Yes,0,Yes
T002759,53.63,18,Gas,432.9,Yes,4,No
T002760,43.69,7,Electronics,22.4,Yes,2,No
T002761,98.69,12,Gas,380.7,Yes,4,No
T002762,13.88,4,Gas,330.7,Yes,2,No
T002763,49.47,6,Gas,88.3,Yes,6,No
T002764,33.69,11,Travel,4.7,Yes,2,No
T002765,82.63,9,Online,159.1,Yes,4,No
T002766,137.36,14,Online,244.6,No,2,No
T002767,57.28,14,Gas,3.2,Yes,2,No
T002768,91.38,19,Electronics,279.2,Yes,1,No
T002769,123.03,21,Groceries,116.2,Yes,2,No
T002770,29.38,1,Online,90.1,Yes,0,Yes
T002771,75.02,18,Travel,113.6,Yes,6,No
T002772,31.5,11,Gas,5.3,Yes,2,No
T002773,41.92,4,Travel,371.1,Yes,1,No
T002774,106.14,23,Travel,20.2,Yes,0,No
T002775,80.06,9,Groceries,147.9,Yes,2,No
T002776,9.94,17,Electronics,350.2,No,2,No
T002777,69.92,14,Online,96.4,No,3,No
T002778,203.65,20,Gas,232.6,No,1,Yes
T002779,105.77,0,Electronics,268.6,Yes,3,No
T002780,194.14,4,Online,244.3,No,1,No
T002781,86.26,17,Groceries,339.5,Yes,3,No
T002782,38.86,14,Electronics,176.4,No,2,No
T002783,23.56,6,Online,53.8,Yes,0,No
T002784,80.14,8,Electronics,123.6,Yes,0,No
T002785,13.89,11,Groceries,245.8,Yes,6,No
T002786,176.85,2,Electronics,146.8,No,0,No
T002787,99.89,0,Travel,55.1,No,2,Yes
T002788,102.3,14,Online,147.6,No,4,No
T002789,73.24,19,Online,28.6,Yes,0,No
T002790,135.8,5,Gas,267.0,Yes,1,No
T002791,89.51,19,Groceries,29.5,Yes,3,No
T002792,99.1,14,Online,13.0,Yes,0,No
T002793,57.62,0,Online,291.3,No,2,No
T002794,6.13,14,Gas,149.5,Yes,4,No
T002795,6.02,8,Gas,186.7,Yes,4,No
T002796,452.48,9,Electronics,181.8,Yes,3,No
T002797,26.05,20,Gas,55.2,Yes,1,No
T002798,26.86,18,Travel,143.1,Yes,2,No
T002799,57.5,9,Groceries,16.9,Yes,1,No
T002800,126.35,0,Online,283.7,No,2,No
T002801,50.11,6,Groceries,158.7,Yes,3,No
T002802,34.99,5,Travel,323.8,Yes,2,No
T002803,26.38,7,Online,91.7,No,4,No
T002804,37.65,17,Gas,41.2,Yes,2,No
T002805,35.35,7,Groceries,20.6,No,3,No
T002806,104.26,15,Travel,110.0,No,1,No
T002807,109.64,11,Gas,9.3,Yes,2,No
T002808,14.99,19,Groceries,263.5,No,2,No
T002809,93.54,14,Online,79.7,Yes,1,No
T002810,78.62,5,Gas,30.0,Yes,1,No
T002811,61.7,20,Online,96.3,Yes,2,No
T002812,57.27,8,Online,93.9,Yes,0,No
T002813,26.25,22,Travel,116.2,No,2,No
T002814,154.29,0,Groceries,99.7,No,4,No
T002815,9.91,14,Groceries,137.1,Yes,3,No
T002816,71.35,19,Groceries,120.9,Yes,2,No
T002817,36.13,18,Gas,105.0,Yes,0,No
T002818,881.05,19,Gas,150.9,No,1,No
T002819,48.74,9,Electronics,249.7,No,1,No
T002820,40.42,0,Travel,236.5,Yes,1,No
T002821,13.67,9,Groceries,73.4,Yes,2,No
T002822,154.8,22,Online,30.9,Yes,2,No
T002823,113.06,1,Gas,284.3,No,3,No
T002824,259.36,11,Gas,7.3,Yes,2,No
T002825,64.13,0,Electronics,0.7,Yes,2,No
T002826,102.37,8,Electronics,219.0,Yes,7,Yes
T002827,12.26,1,Online,87.3,No,3,Yes
T002828,90.59,14,Online,120.8,Yes,4,No
T002829,85.58,2,Groceries,171.9,Yes,0,Yes
T002830,29.07,15,Travel,172.4,No,2,Yes
T002831,53.23,14,Online,102.8,Yes,2,No
T002832,302.14,16,Electronics,124.1,Yes,3,No
T002833,27.75,17,Gas,57.7,Yes,2,No
T002834,34.63,4,Groceries,151.5,Yes,2,No
T002835,75.8,0,Groceries,29.0,No,3,No
T002836,93.94,17,Travel,77.8,Yes,3,No
T002837,110.83,14,Gas,6.3,Yes,1,No
T002838,134.49,2,Electronics,392.3,Yes,2,No
T002839,138.69,9,Gas,297.2,Yes,0,No
T002840,118.59,7,Groceries,456.8,Yes,5,No
T002841,27.92,5,Electronics,43.4,No,2,No
T002842,27.97,20,Groceries,617.0,Yes,3,Yes
T002843,157.0,5,Electronics,276.3,Yes,1,No
T002844,203.95,23,Groceries,149.0,Yes,4,No
T002845,641.94,3,Online,253.2,Yes,2,No
T002846,405.85,2,Travel,47.9,Yes,1,No
T002847,100.37,0,Groceries,5.0,No,2,No
T002848,117.54,7,Groceries,113.3,Yes,6,No
T002849,79.0,20,Groceries,306.8,Yes,2,No
T002850,184.77,4,Gas,158.5,Yes,3,No
T002851,12.85,15,Travel,99.1,Yes,4,No
T002852,382.7,10,Travel,394.4,Yes,1,No
T002853,39.85,0,Travel,183.2,Yes,1,No
T002854,14.41,19,Gas,216.1,Yes,0,No
T002855,151.25,16,Travel,168.9,Yes,2,No
T002856,90.08,0,Electronics,68.0,Yes,4,No
T002857,35.42,18,Travel,312.5,Yes,1,No
T002858,26.0,3,Groceries,362.0,Yes,1,No
T002859,33.94,3,Online,53.5,Yes,2,No
T002860,47.85,18,Gas,113.8,Yes,0,No
T002861,98.1,13,Online,152.2,Yes,2,No
T002862,51.69,22,Groceries,364.4,No,3,Yes
T002863,1203.11,4,Gas,159.6,No,3,No
T002864,253.86,23,Electronics,180.5,No,0,No
T002865,30.98,23,Groceries,300.6,Yes,1,No
T002866,40.59,20,Groceries,98.4,Yes,3,No
T002867,29.17,20,Online,131.0,Yes,2,No
T002868,97.84,7,Electronics,240.8,Yes,1,No
T002869,29.46,5,Online,4.7,Yes,6,No
T002870,276.95,22,Electronics,14.3,Yes,3,No
T002871,11.38,16,Electronics,156.3,Yes,2,No
T002872,66.64,18,Online,209.2,No,3,No
T002873,63.49,23,Travel,509.9,No,3,No
T002874,34.89,7,Groceries,29.1,No,2,No
T002875,31.0,13,Travel,164.9,Yes,0,No
T002876,3.15,10,Travel,117.8,No,1,No
T002877,94.73,11,Travel,129.0,No,5,Yes
T002878,28.25,5,Online,212.0,Yes,2,No
T002879,85.12,17,Online,56.7,No,2,No
T002880,139.43,1,Travel,29.1,Yes,1,No
T002881,24.62,14,Online,26.9,Yes,2,No
T002882,68.9,4,Online,41.5,No,4,Yes
T002883,50.37,4,Gas,350.8,Yes,3,No
T002884,200.43,1,Online,255.4,Yes,3,No
T002885,20.45,17,Electronics,64.8,Yes,3,No
T002886,2.91,16,Groceries,156.8,Yes,2,No
T002887,61.5,14,Online,182.5,Yes,2,No
T002888,189.47,23,Groceries,286.5,Yes,2,No
T002889,148.83,1,Electronics,58.1,Yes,1,No
T002890,63.15,2,Travel,56.0,Yes,2,No
T002891,293.99,20,Travel,139.3,No,3,No
T002892,97.83,4,Groceries,80.6,Yes,4,Yes
T002893,45.84,20,Electronics,160.5,No,2,No
T002894,16.36,21,Groceries,102.9,Yes,2,No
T002895,20.83,0,Groceries,318.5,Yes,2,Yes
T002896,69.9,20,Groceries,153.6,Yes,3,No
T002897,163.15,18,Gas,380.5,Yes,2,No
T002898,49.35,8,Groceries,11.7,Yes,0,No
T002899,23.35,5,Groceries,100.2,No,2,No
T002900,3.64,12,Online,18.7,Yes,3,No
T002901,51.19,7,Travel,30.2,Yes,0,No
T002902,35.21,22,Groceries,219.4,Yes,2,No
T002903,228.79,10,Online,362.5,Yes,1,No
T002904,37.46,12,Gas,153.0,Yes,2,No
T002905,72.96,17,Online,81.3,No,0,No
T002906,117.66,8,Gas,162.3,Yes,4,No
T002907,44.7,6,Online,47.6,No,2,No
T002908,19.23,9,Online,193.6,Yes,3,No
T002909,450.58,18,Gas,274.8,No,1,Yes
T002910,31.38,7,Online,124.4,No,2,No
T002911,99.15,4,Travel,38.1,Yes,4,No
T002912,309.93,19,Gas,256.0,Yes,2,No
T002913,131.61,19,Groceries,384.3,Yes,2,No
T002914,108.86,11,Electronics,230.6,Yes,3,No
T002915,70.54,4,Groceries,127.5,Yes,2,Yes
T002916,209.02,4,Groceries,302.1,Yes,2,Yes
T002917,17.17,16,Electronics,77.8,No,1,No
T002918,42.94,15,Gas,334.2,No,2,No
T002919,90.36,21,Groceries,7.6,Yes,3,No
T002920,52.34,12,Groceries,45.8,Yes,2,No
T002921,267.61,12,Electronics,141.3,Yes,2,No
T002922,16.24,18,Travel,146.0,Yes,0,No
T002923,279.01,1,Electronics,108.9,Yes,2,No
T002924,216.01,9,Electronics,98.8,No,2,No
T002925,15.18,19,Electronics,208.6,Yes,0,No
T002926,109.51,20,Travel,108.2,No,3,No
T002927,26.61,23,Gas,99.7,No,2,No
T002928,47.32,13,Online,28.9,Yes,2,No
T002929,67.85,9,Travel,47.0,Yes,3,No
T002930,14.2,6,Groceries,102.2,No,2,No
T002931,61.39,1,Online,103.7,Yes,0,No
T002932,42.98,0,Online,15.8,Yes,4,No
T002933,177.52,17,Gas,258.4,Yes,2,No
T002934,205.04,21,Electronics,227.6,No,5,No
T002935,14.28,13,Travel,140.9,Yes,2,No
T002936,126.22,22,Groceries,65.7,No,2,No
T002937,21.85,22,Travel,89.2,Yes,3,No
T002938,51.47,4,Gas,188.6,Yes,1,No
T002939,23.52,6,Online,142.8,No,2,No
T002940,513.12,16,Travel,63.6,Yes,1,No
T002941,42.01,1,Gas,7.4,Yes,3,Yes
T002942,10.32,11,Groceries,51.5,No,2,Yes
T002943,32.58,3,Travel,111.5,Yes,4,No
T002944,36.2,4,Electronics,191.0,No,3,No
T002945,13.91,5,Gas,220.6,Yes,1,No
T002946,239.61,8,Electronics,1.5,Yes,1,No
T002947,79.66,4,Groceries,70.1,Yes,5,No
T002948,47.94,21,Gas,187.7,Yes,1,No
T002949,70.75,23,Gas,317.0,Yes,2,No
T002950,29.86,22,Groceries,6.2,Yes,0,No
T002951,77.14,6,Groceries,423.3,Yes,2,No
T002952,73.94,8,Online,573.9,No,4,No
T002953,9.31,21,Groceries,41.3,Yes,1,Yes
T002954,107.82,6,Gas,245.1,Yes,1,No
T002955,25.65,10,Travel,78.9,No,1,No
T002956,87.26,16,Groceries,328.3,Yes,1,No
T002957,52.48,21,Groceries,48.4,Yes,1,No
T002958,55.5,20,Travel,182.2,Yes,1,No
T002959,103.39,19,Groceries,374.9,Yes,3,No
T002960,412.41,8,Gas,24.3,Yes,1,No
T002961,78.72,4,Electronics,29.4,Yes,2,No
T002962,50.05,10,Electronics,135.1,Yes,4,No
T002963,10.99,15,Online,280.0,Yes,2,No
T002964,49.85,4,Electronics,35.6,Yes,2,No
T002965,27.35,23,Groceries,235.5,No,1,No
T002966,253.09,10,Online,138.2,Yes,1,No
T002967,77.81,1,Gas,114.6,No,4,No
T002968,299.54,5,Electronics,179.1,Yes,2,No
T002969,36.27,7,Groceries,212.0,Yes,2,No
T002970,27.72,5,Travel,117.5,No,2,No
T002971,241.61,18,Electronics,96.2,Yes,1,No
T002972,20.26,19,Online,90.5,Yes,2,No
T002973,185.56,17,Gas,206.5,No,1,No
T002974,79.95,15,Electronics,104.9,No,4,Yes
T002975,27.6,15,Electronics,246.5,Yes,2,Yes
T002976,115.03,11,Gas,33.3,Yes,1,No
T002977,21.96,16,Groceries,243.1,No,3,No
T002978,42.82,21,Gas,10.9,Yes,1,No
T002979,29.66,12,Online,132.3,No,0,No
T002980,147.39,21,Travel,465.1,No,1,No
T002981,23.93,2,Electronics,278.5,Yes,0,No
T002982,206.5,15,Travel,90.0,No,3,No
T002983,47.85,4,Groceries,424.8,Yes,5,No
T002984,192.3,5,Gas,185.0,No,2,No
T002985,73.76,1,Electronics,207.8,Yes,4,No
T002986,12.71,12,Gas,109.9,Yes,2,No
T002987,396.99,4,Groceries,456.9,No,0,No
T002988,104.57,4,Online,184.2,Yes,4,No
T002989,261.78,6,Gas,147.6,No,2,No
T002990,13.05,14,Groceries,96.7,Yes,2,No
T002991,4.41,21,Gas,72.2,Yes,2,No
T002992,275.81,2,Travel,256.8,Yes,2,No
T002993,47.69,11,Travel,336.8,Yes,1,No
T002994,66.78,6,Electronics,380.0,Yes,4,No
T002995,26.48,4,Gas,229.2,Yes,3,Yes
T002996,27.43,10,Groceries,259.3,Yes,3,No
T002997,45.86,18,Online,240.8,Yes,3,No
T002998,93.41,11,Groceries,46.6,No,1,No
T002999,26.65,19,Electronics,102.2,Yes,2,No
T003000,19.13,0,Groceries,316.3,Yes,2,No
