customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,senior_citizen,Churn
C01825,5,37.4,183.38,One year,Fiber optic,No,Mailed check,0,Yes
C01826,2,56.12,128.26,One year,No,Yes,Credit card,0,Yes
C01827,15,83.73,1479.05,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C01828,15,27.07,379.4,Two year,Fiber optic,No,Electronic check,0,Yes
C01829,44,56.15,2530.58,One year,No,Yes,Mailed check,0,Yes
C01830,6,73.48,369.47,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01831,11,119.62,1158.17,Two year,Fiber optic,No,Bank transfer,0,Yes
C01832,39,67.45,2539.5,One year,No,No,Bank transfer,0,Yes
C01833,41,101.61,3676.43,One year,DSL,No,Credit card,0,No
C01834,11,63.21,800.04,One year,No,No,Bank transfer,0,No
C01835,14,99.64,1204.29,Two year,DSL,No,Bank transfer,0,No
C01836,8,79.54,625.03,One year,DSL,Yes,Bank transfer,0,Yes
C01837,64,108.66,7248.26,Month-to-month,No,No,Mailed check,0,Yes
C01838,3,61.09,197.34,Month-to-month,DSL,No,Mailed check,0,Yes
C01839,65,80.43,4983.43,Two year,Fiber optic,Yes,Bank transfer,0,Yes
C01840,27,83.0,2571.86,Month-to-month,No,Yes,Electronic check,0,No
C01841,18,61.74,1141.69,Month-to-month,No,Yes,Bank transfer,0,No
C01842,0,34.43,0.0,Month-to-month,No,No,Electronic check,0,No
C01843,15,29.36,364.17,Month-to-month,DSL,No,Mailed check,0,No
C01844,12,21.67,256.37,One year,Fiber optic,No,Electronic check,0,No
C01845,4,107.35,484.49,Two year,DSL,No,Mailed check,0,No
C01846,25,43.65,1141.25,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C01847,72,41.15,3356.45,Month-to-month,No,No,Mailed check,0,No
C01848,19,93.6,1774.14,Month-to-month,Fiber optic,No,Mailed check,1,Yes
C01849,30,52.0,1321.92,Two year,Fiber optic,Yes,Bank transfer,0,No
C01850,1,70.6,56.87,One year,Fiber optic,No,Credit card,0,Yes
C01851,12,36.25,400.76,Month-to-month,Fiber optic,Yes,Credit card,0,No
C01852,2,115.97,250.31,Two year,No,No,Mailed check,0,Yes
C01853,22,105.16,2582.13,Two year,DSL,No,Bank transfer,0,No
C01854,66,106.38,6447.47,Two year,Fiber optic,No,Credit card,0,No
C01855,26,60.68,1574.94,Two year,No,No,Credit card,0,No
C01856,1,96.24,93.2,Month-to-month,Fiber optic,Yes,Bank transfer,1,No
C01857,10,34.39,331.59,One year,DSL,No,Bank transfer,0,No
C01858,19,20.86,353.75,One year,Fiber optic,Yes,Credit card,0,Yes
C01859,12,22.0,225.6,Two year,DSL,No,Credit card,0,No
C01860,43,78.66,2972.01,One year,DSL,No,Electronic check,0,Yes
C01861,40,65.54,2155.3,One year,No,No,Electronic check,0,No
C01862,22,71.8,1388.87,One year,Fiber optic,Yes,Mailed check,0,No
C01863,11,20.75,183.44,Month-to-month,No,No,Credit card,0,Yes
C01864,7,62.27,458.08,One year,No,No,Bank transfer,0,Yes
C01865,2,91.81,170.13,Two year,Fiber optic,No,Bank transfer,0,Yes
C01866,10,64.27,764.34,Two year,DSL,Yes,Credit card,0,No
C01867,12,93.22,981.59,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C01868,27,43.3,1097.0,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01869,25,101.31,2388.73,Month-to-month,No,No,Credit card,0,Yes
C01870,1,78.84,63.34,One year,DSL,No,Credit card,0,No
C01871,12,41.08,559.85,Two year,DSL,No,Mailed check,0,No
C01872,4,43.67,141.98,Month-to-month,Fiber optic,Yes,Credit card,0,No
C01873,4,82.8,389.52,One year,DSL,Yes,Bank transfer,0,Yes
C01874,42,102.99,5003.96,Two year,DSL,No,Electronic check,0,No
C01875,1,61.56,62.43,One year,Fiber optic,No,Mailed check,0,Yes
C01876,13,45.83,606.18,One year,DSL,No,Credit card,0,No
C01877,4,106.7,453.05,One year,DSL,No,Mailed check,0,Yes
C01878,50,86.93,4150.13,One year,Fiber optic,No,Credit card,1,No
C01879,19,64.81,1303.91,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01880,6,68.79,337.58,One year,Fiber optic,No,Mailed check,0,Yes
C01881,16,40.43,531.49,One year,Fiber optic,No,Credit card,0,No
C01882,31,82.68,2519.23,Two year,Fiber optic,Yes,Electronic check,0,No
C01883,72,55.87,4102.49,One year,Fiber optic,Yes,Bank transfer,0,No
C01884,5,119.56,690.53,One year,No,Yes,Credit card,0,No
C01885,52,68.02,2977.71,Month-to-month,DSL,No,Electronic check,0,Yes
C01886,65,68.59,5033.74,One year,Fiber optic,Yes,Electronic check,1,No
C01887,59,76.59,3994.71,Month-to-month,No,Yes,Mailed check,0,No
C01888,24,111.68,2566.76,Month-to-month,No,Yes,Credit card,0,No
C01889,23,100.08,2132.98,One year,DSL,No,Bank transfer,1,Yes
C01890,12,65.11,750.12,Two year,DSL,Yes,Credit card,1,No
C01891,33,91.87,2607.87,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01892,18,78.62,1417.18,Month-to-month,DSL,Yes,Bank transfer,0,No
C01893,27,69.24,2095.05,Two year,No,Yes,Electronic check,0,Yes
C01894,13,39.23,498.06,Month-to-month,Fiber optic,No,Mailed check,0,No
C01895,31,66.39,2050.36,One year,Fiber optic,Yes,Credit card,0,No
C01896,41,44.58,2082.77,One year,DSL,Yes,Electronic check,0,No
C01897,3,111.48,362.01,One year,Fiber optic,Yes,Electronic check,0,Yes
C01898,42,53.54,2240.09,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01899,18,115.23,1873.11,Month-to-month,No,No,Bank transfer,0,No
C01900,44,73.31,3722.29,One year,DSL,Yes,Electronic check,0,No
C01901,13,83.15,1114.25,One year,DSL,Yes,Credit card,0,No
C01902,11,74.29,726.04,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01903,59,32.94,1763.98,One year,DSL,No,Mailed check,0,No
C01904,6,57.58,387.37,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01905,44,29.91,1076.07,One year,No,No,Electronic check,0,No
C01906,15,82.3,1477.5,Month-to-month,Fiber optic,No,Credit card,0,No
C01907,17,64.69,937.12,Two year,No,No,Credit card,0,No
C01908,8,97.8,875.06,Month-to-month,DSL,No,Electronic check,0,Yes
C01909,20,42.05,805.6,Month-to-month,DSL,No,Bank transfer,0,No
C01910,9,36.46,327.12,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01911,0,60.63,0.0,Month-to-month,DSL,No,Mailed check,0,No
C01912,7,112.66,761.15,Two year,No,No,Bank transfer,0,No
C01913,0,91.04,0.0,Two year,DSL,Yes,Credit card,0,No
C01914,72,61.89,3652.74,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01915,72,71.73,4136.5,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01916,12,28.42,306.23,One year,No,No,Bank transfer,0,No
C01917,31,118.46,3937.52,Two year,DSL,No,Credit card,0,No
C01918,10,86.64,735.15,One year,DSL,No,Mailed check,0,Yes
C01919,26,48.54,1067.06,Month-to-month,DSL,Yes,Electronic check,0,No
C01920,39,78.58,2955.47,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01921,70,30.95,2294.62,One year,DSL,No,Credit card,0,No
C01922,12,116.58,1517.63,Month-to-month,No,Yes,Electronic check,1,Yes
C01923,36,37.48,1175.74,One year,Fiber optic,Yes,Credit card,1,No
C01924,7,84.8,493.78,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01925,72,44.55,3772.65,One year,Fiber optic,Yes,Credit card,0,No
C01926,0,91.76,0.0,Month-to-month,DSL,No,Electronic check,0,No
C01927,22,97.68,2452.69,One year,Fiber optic,Yes,Mailed check,1,Yes
C01928,25,87.34,2500.97,One year,No,Yes,Credit card,0,No
C01929,27,81.45,2438.88,One year,No,No,Mailed check,0,Yes
C01930,3,109.25,284.33,Month-to-month,No,Yes,Mailed check,0,No
C01931,66,27.86,2075.45,One year,No,No,Bank transfer,0,No
C01932,4,53.09,235.23,One year,DSL,No,Bank transfer,0,Yes
C01933,23,44.83,1070.98,One year,DSL,Yes,Mailed check,0,No
C01934,6,118.8,666.38,One year,DSL,Yes,Bank transfer,0,Yes
C01935,8,58.94,426.73,One year,DSL,Yes,Bank transfer,0,Yes
C01936,18,93.26,1424.79,Two year,DSL,Yes,Mailed check,1,No
C01937,12,88.47,1065.78,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01938,4,41.21,170.46,Two year,Fiber optic,No,Bank transfer,0,Yes
C01939,4,43.9,165.72,One year,No,Yes,Bank transfer,0,No
C01940,12,48.13,571.87,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01941,33,61.11,1906.53,Month-to-month,No,Yes,Electronic check,0,No
C01942,54,43.43,2477.5,Month-to-month,DSL,Yes,Electronic check,0,Yes
C01943,2,21.97,50.99,One year,DSL,Yes,Mailed check,0,No
C01944,11,107.94,1027.72,One year,Fiber optic,No,Electronic check,0,Yes
C01945,2,116.56,222.06,One year,DSL,No,Mailed check,0,Yes
C01946,0,54.16,0.0,One year,DSL,No,Credit card,1,Yes
C01947,26,53.85,1470.07,Month-to-month,DSL,Yes,Credit card,0,No
C01948,22,20.71,497.33,Month-to-month,DSL,Yes,Electronic check,0,No
C01949,4,88.03,412.95,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01950,6,102.54,560.82,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01951,0,34.66,0.0,Month-to-month,Fiber optic,No,Mailed check,0,No
C01952,43,35.97,1276.51,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01953,72,99.01,7422.46,One year,Fiber optic,Yes,Electronic check,0,No
C01954,3,81.63,201.51,One year,DSL,No,Electronic check,0,No
C01955,6,24.49,170.08,Two year,DSL,No,Electronic check,0,No
C01956,48,82.25,3995.07,Two year,DSL,No,Credit card,0,No
C01957,62,50.89,3368.91,One year,Fiber optic,No,Bank transfer,1,Yes
C01958,13,56.87,837.36,Month-to-month,No,No,Electronic check,0,Yes
C01959,1,96.97,83.41,One year,Fiber optic,No,Mailed check,0,No
C01960,0,101.09,0.0,One year,DSL,No,Bank transfer,0,No
C01961,20,60.04,1382.78,Month-to-month,Fiber optic,No,Mailed check,0,No
C01962,11,114.72,1168.5,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01963,0,60.65,0.0,Two year,Fiber optic,Yes,Credit card,1,No
C01964,21,97.18,2015.03,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C01965,0,68.39,0.0,One year,Fiber optic,No,Mailed check,0,No
C01966,37,109.75,3298.91,One year,Fiber optic,No,Bank transfer,0,No
C01967,8,110.78,806.44,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01968,0,28.74,0.0,Month-to-month,DSL,Yes,Mailed check,0,Yes
C01969,21,113.65,2310.6,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C01970,12,102.55,1425.08,Month-to-month,DSL,No,Bank transfer,0,Yes
C01971,72,99.13,8515.31,Month-to-month,DSL,Yes,Mailed check,1,Yes
C01972,18,40.09,761.18,Two year,No,Yes,Bank transfer,0,No
C01973,7,100.51,608.35,Month-to-month,No,Yes,Credit card,0,No
C01974,29,105.01,3539.66,One year,DSL,No,Mailed check,0,No
C01975,7,48.92,344.67,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01976,56,115.23,5559.15,Two year,DSL,No,Electronic check,0,No
C01977,11,24.99,321.26,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01978,19,34.99,733.28,Month-to-month,No,No,Credit card,0,No
C01979,1,73.76,80.6,Two year,No,No,Credit card,0,Yes
C01980,13,77.58,1092.93,Two year,Fiber optic,Yes,Bank transfer,0,No
C01981,42,84.52,3124.34,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C01982,39,21.7,748.47,Two year,Fiber optic,Yes,Mailed check,0,No
C01983,6,116.04,748.68,One year,DSL,No,Bank transfer,1,No
C01984,6,24.46,130.31,One year,No,Yes,Mailed check,0,No
C01985,40,34.31,1338.73,Month-to-month,No,Yes,Mailed check,0,Yes
C01986,63,21.4,1500.28,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01987,2,76.69,170.8,One year,DSL,Yes,Bank transfer,0,Yes
C01988,14,113.23,1555.58,One year,DSL,Yes,Electronic check,0,Yes
C01989,9,86.59,870.39,Month-to-month,DSL,No,Credit card,0,No
C01990,49,102.27,5689.99,One year,No,No,Electronic check,1,No
C01991,2,21.33,45.3,One year,Fiber optic,Yes,Mailed check,1,Yes
C01992,5,74.2,330.7,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01993,33,65.96,1979.92,One year,Fiber optic,No,Credit card,0,No
C01994,1,69.9,64.72,Month-to-month,No,Yes,Mailed check,0,Yes
C01995,16,27.22,368.76,One year,DSL,No,Credit card,0,No
C01996,14,88.44,1125.81,One year,No,Yes,Credit card,0,No
C01997,9,70.32,559.34,Two year,No,No,Electronic check,0,Yes
C01998,12,96.51,1137.43,Month-to-month,No,Yes,Mailed check,0,No
C01999,18,68.53,1435.07,Month-to-month,Fiber optic,No,Credit card,0,No
C02000,4,34.94,117.65,Month-to-month,DSL,Yes,Electronic check,0,Yes
